dieturn_id,image,conf,src_px,is_representative
dt_wsqqmxcw2,TPS_00700,0.937,"346.1,357.0;343.9,316.6;249.1,321.6;251.2,362.0",True
dt_wsqqtf3tw,TPS_01173,0.937,"653.9,498.8;666.7,421.0;627.5,414.5;614.7,492.3",True
dt_wsqqjuzub,TPS_00544,0.9369,"594.4,396.0;586.6,299.3;546.5,302.5;554.2,399.2",True
dt_wsqqqmpvf,TPS_00312,0.9368,"435.7,990.6;417.2,955.6;373.9,978.5;392.4,1013.5",True
dt_wsqqmxkrr,TPS_02533,0.9367,"534.9,195.7;531.2,158.6;467.0,165.0;470.7,202.1",True
dt_wsqqmxkrr,TPS_02532,0.9354,"278.9,707.7;275.2,670.6;211.0,677.0;214.7,714.1",False
dt_wsqqmthzw,TPS_00296,0.9365,"448.0,291.7;447.0,252.5;330.0,255.6;331.1,294.8",True
dt_wsqqtyntr,TPS_00539,0.9364,"235.9,456.6;234.4,394.9;192.4,395.8;193.8,457.6",True
dt_wsqqmjnew,TPS_00552,0.9364,"447.1,348.3;423.1,311.5;326.4,374.4;350.4,411.3",True
dt_wsqqx7ft6,TPS_01008,0.9364,"422.5,557.6;440.9,531.7;400.7,503.3;382.3,529.1",True
dt_wsqqtu3c9,TPS_02481,0.9364,"928.0,155.4;926.5,117.7;833.3,121.4;834.8,159.0",True
dt_wsqqtu3c9,TPS_01189,0.932,"160.1,411.4;158.7,373.8;64.8,377.4;66.2,414.9",False
dt_wsqqtu3c9,TPS_02480,0.9317,"672.1,667.3;670.6,629.7;577.1,633.5;578.6,671.0",False
dt_wsqqmxhp9,TPS_00601,0.9363,"358.6,613.6;360.7,546.8;323.7,545.6;321.5,612.4",True
dt_wsqqtb992,TPS_00445,0.9362,"570.1,683.6;577.9,566.7;535.3,563.8;527.5,680.7",True
dt_wsqqtb992,TPS_02444,0.882,"57.8,172.6;66.3,54.8;23.1,51.7;14.7,169.5",False
dt_wsqqtb992,TPS_02444,0.6626,"54.5,177.1;67.2,46.7;25.4,42.6;12.7,173.1",False
dt_wsqqtb9bb,TPS_01152,0.9362,"348.3,779.9;348.0,732.4;220.2,733.2;220.4,780.6",True
dt_wsqqtb9bb,TPS_02444,0.9358,"604.3,267.9;604.0,220.4;476.2,221.2;476.5,268.7",False
dt_wsqqmmm7j,TPS_00048,0.9361,"387.9,348.9;389.7,314.4;319.9,310.8;318.1,345.3",True
dt_wsqquxx59,TPS_00174,0.9361,"888.1,521.4;911.4,466.2;874.6,450.7;851.3,505.9",True
dt_wsqqwmyfu,TPS_02040,0.936,"538.6,575.4;546.8,548.6;497.2,533.5;489.0,560.3",True
dt_wsqqt9stq,TPS_00628,0.9358,"720.0,454.4;728.2,327.7;687.2,325.1;679.0,451.8",True
dt_wsqqnp2h8,TPS_00232,0.9357,"791.4,627.5;809.9,580.6;777.8,567.9;759.3,614.8",True
dt_wsqqwn6xs,TPS_00867,0.9357,"598.1,863.1;608.7,825.6;535.5,805.1;525.0,842.6",True
dt_wsqqtb1xc,TPS_00307,0.9356,"373.8,447.0;371.9,408.1;340.4,409.6;342.4,448.6",True
dt_wsqqv4q6p,TPS_01086,0.9356,"740.5,262.0;761.1,233.6;728.1,209.7;707.6,238.1",True
dt_wsqqqjgtf,TPS_00023,0.9355,"708.1,901.2;705.6,847.3;626.4,851.0;628.8,904.8",True
dt_wsqqmrg4y,TPS_00728,0.9354,"213.3,541.0;219.5,504.9;117.8,487.4;111.6,523.4",True
dt_wsqqkvyez,TPS_00110,0.9353,"722.4,745.6;741.7,696.1;716.6,686.3;697.2,735.8",True
dt_wsqqxhqwy,TPS_00840,0.9353,"180.1,236.4;210.2,171.3;179.3,156.9;149.2,222.1",True
dt_wsqqxhqwy,TPS_00109,0.9349,"692.1,492.4;722.2,427.2;691.3,412.9;661.2,478.1",False
dt_wsqqv4u0f,TPS_01120,0.9353,"702.6,464.3;726.2,433.5;700.3,413.7;676.7,444.5",True
dt_wsqqwbr6e,TPS_00163,0.9352,"768.8,673.2;754.0,634.8;650.8,674.6;665.6,713.0",True
dt_wsqqqn97f,TPS_00582,0.9351,"708.0,813.3;706.1,775.1;639.9,778.4;641.8,816.5",True
dt_wsqqmr438,TPS_02016,0.935,"314.4,527.7;331.9,460.4;299.7,452.0;282.2,519.2",True
dt_wsqqqrckn,TPS_02461,0.935,"220.3,480.1;188.1,403.1;155.9,416.6;188.0,493.5",True
dt_wsqqqrckn,TPS_02460,0.9349,"732.3,480.1;700.1,403.1;667.9,416.6;700.0,493.5",False
dt_wsqqqxjk0,TPS_00802,0.9349,"549.7,845.3;569.7,810.0;498.2,769.7;478.3,805.0",True
dt_wsqqw8ns9,TPS_00986,0.9349,"396.4,655.0;358.9,603.6;329.3,625.1;366.8,676.5",True
dt_wsqqmuc0w,TPS_00590,0.9348,"194.9,441.4;192.5,393.7;160.4,395.3;162.8,443.1",True
dt_wsqqmefuk,TPS_00134,0.9347,"357.5,202.1;359.9,146.3;261.1,142.0;258.6,197.8",True
dt_wsqqmf080,TPS_00676,0.9347,"319.5,319.8;298.9,294.4;266.4,320.7;287.1,346.2",True
dt_wsqqt3je0,TPS_00699,0.9347,"277.9,710.1;277.6,635.5;244.4,635.6;244.8,710.2",True
dt_wsqqt07de,TPS_00568,0.9346,"777.1,490.1;783.1,448.1;743.1,442.4;737.1,484.4",True
dt_wsqqmfe3x,TPS_00313,0.9345,"514.0,762.5;471.1,714.8;445.4,737.8;488.3,785.6",True
dt_wsqqqj1je,TPS_00298,0.9344,"533.7,343.5;532.7,310.5;445.2,313.0;446.2,346.0",True
dt_wsqqmetpy,TPS_00612,0.9344,"493.1,697.3;497.7,658.6;390.7,646.0;386.1,684.8",True
dt_wsqqtbt3r,TPS_01169,0.9344,"271.9,381.5;282.1,230.8;230.6,227.3;220.4,378.0",True
dt_wsqqw9m8c,TPS_01837,0.9344,"638.7,347.8;597.7,294.3;566.1,318.5;607.0,372.0",True
dt_wsqqqwutu,TPS_02205,0.9344,"74.8,90.2;11.9,24.7;-15.4,50.9;47.5,116.5",True
dt_wsqqt5e7p,TPS_02523,0.9341,"741.9,671.2;742.7,563.6;701.5,563.3;700.6,670.9",True
dt_wsqqmfe74,TPS_00313,0.934,"233.6,310.7;212.0,282.1;139.2,337.0;160.8,365.7",True
dt_wsqqt2d54,TPS_00051,0.9339,"699.3,919.1;704.4,874.2;613.5,863.8;608.3,908.7",True
dt_wsqqmwj67,TPS_00072,0.9339,"529.8,193.9;530.8,123.1;492.5,122.5;491.5,193.3",True
dt_wsqqmk82f,TPS_00265,0.9338,"221.9,542.2;192.9,497.7;161.3,518.3;190.2,562.8",True
dt_wsqqx2yrd,TPS_00165,0.9336,"426.3,922.9;431.6,873.6;373.0,867.3;367.7,916.6",True
dt_wsqqtf7s6,TPS_00234,0.9335,"455.9,830.0;454.9,791.2;355.0,794.0;356.1,832.8",True
dt_wsqquv5w4,TPS_01348,0.9335,"700.6,607.6;707.7,572.1;597.8,550.0;590.6,585.6",True
dt_wsqqt91dd,TPS_00055,0.9334,"166.3,596.8;167.2,515.6;126.2,515.2;125.3,596.4",True
dt_wsqqt91dd,TPS_02504,0.9251,"934.4,596.9;935.3,515.5;894.1,515.1;893.2,596.5",False
dt_wsqqmh2nd,TPS_00824,0.9333,"466.0,655.8;421.1,598.7;387.7,624.9;432.5,682.0",True
dt_wsqqmppwq,TPS_00036,0.9332,"705.9,742.4;710.8,704.8;617.8,692.7;612.9,730.3",True
dt_wsqqw84pv,TPS_00337,0.9332,"382.5,205.4;377.0,169.4;296.8,181.7;302.4,217.7",True
dt_wsqqv6qf3,TPS_00945,0.9332,"624.7,725.3;663.5,677.1;637.6,656.2;598.8,704.5",True
dt_wsqqxhqxd,TPS_00109,0.9331,"469.7,282.5;487.1,249.5;403.9,205.6;386.5,238.6",True
dt_wsqqwgesv,TPS_00167,0.9331,"359.7,679.3;365.4,599.5;325.3,596.7;319.6,676.4",True
dt_wsqqx3nkv,TPS_00277,0.9331,"351.4,533.4;365.3,455.4;310.9,445.8;297.1,523.7",True
dt_wsqqxjd0k,TPS_01073,0.933,"563.2,489.1;521.0,440.7;490.7,467.2;533.0,515.5",True
dt_wsqqq4fcg,TPS_00667,0.9326,"535.7,1007.9;538.5,973.0;455.6,966.3;452.8,1001.2",True
dt_wsqqt5gw2,TPS_00689,0.9326,"290.4,565.0;291.3,510.6;260.2,510.1;259.3,564.4",True
dt_wsqqth38k,TPS_01478,0.9326,"557.9,248.7;567.0,194.8;488.1,181.4;478.9,235.3",True
dt_wsqqku3zt,TPS_00183,0.9325,"432.4,418.0;426.3,356.6;334.5,365.8;340.6,427.2",True
dt_wsqqmkujv,TPS_01141,0.9325,"404.6,470.8;407.3,441.0;329.6,434.0;326.9,463.9",True
dt_wsqqt4e7w,TPS_00078,0.9324,"455.0,355.2;454.1,298.6;350.5,300.2;351.4,356.8",True
dt_wsqqtv9g8,TPS_00115,0.9322,"39.3,602.6;33.4,531.1;-12.7,534.9;-6.8,606.5",True
dt_wsqqjuzu0,TPS_00544,0.9322,"556.8,580.2;549.6,542.3;468.6,557.7;475.8,595.6",True
dt_wsqqt91f2,TPS_00055,0.9321,"580.2,663.8;579.1,629.0;499.0,631.5;500.1,666.3",True
dt_wsqqx9043,TPS_00166,0.9321,"645.3,671.8;650.5,629.4;588.3,621.8;583.1,664.3",True
dt_wsqqucpwt,TPS_00427,0.9321,"896.1,574.9;891.7,517.9;855.0,520.8;859.4,577.8",True
dt_wsqquum2y,TPS_01064,0.9321,"649.6,463.4;705.0,400.1;680.0,378.4;624.7,441.7",True
dt_wsqqw69st,TPS_02489,0.9321,"656.1,849.6;639.5,776.9;596.1,786.8;612.6,859.6",True
dt_wsqqw69st,TPS_02490,0.9314,"912.1,337.6;895.5,264.9;852.1,274.8;868.7,347.5",False
dt_wsqqw69st,TPS_02491,0.9068,"400.0,81.6;383.4,9.0;340.1,18.9;356.7,91.5",False
dt_wsqqw69st,TPS_02488,0.897,"144.1,593.6;127.4,521.0;84.1,530.9;100.7,603.5",False
dt_wsqqjwrsj,TPS_00509,0.9319,"606.8,615.7;599.8,563.3;562.2,568.2;569.1,620.7",True
dt_wsqqx568x,TPS_01006,0.9319,"503.8,759.5;497.0,728.4;436.6,741.5;443.3,772.6",True
dt_wsqqmr8r7,TPS_00037,0.9317,"496.5,279.9;509.0,242.4;419.8,212.8;407.3,250.3",True
dt_wsqqt1wch,TPS_00144,0.9317,"588.9,621.5;583.9,583.3;480.3,597.1;485.4,635.3",True
dt_wsqqkv2ef,TPS_01018,0.9317,"182.4,655.9;210.4,614.7;183.0,596.1;155.0,637.3",True
dt_wsqqmvjk3,TPS_00005,0.9316,"936.3,917.6;935.3,877.6;818.8,880.5;819.8,920.6",True
dt_wsqqmhh78,TPS_00122,0.9316,"556.7,740.7;571.4,710.8;517.3,684.2;502.6,714.2",True
dt_wsqqwfhhm,TPS_00856,0.9316,"626.3,523.1;612.5,488.7;558.0,510.7;571.9,545.0",True
dt_wsqqt1ndw,TPS_00710,0.9315,"203.5,620.2;214.3,550.6;178.7,545.1;167.9,614.7",True
dt_wsqqtbxb5,TPS_02448,0.9315,"487.8,1007.3;493.3,887.8;452.8,885.9;447.3,1005.4",True
dt_wsqqtbxb5,TPS_02446,0.9278,"743.8,495.4;749.3,375.8;708.8,374.0;703.3,493.5",False
dt_wsqqtbxb5,TPS_02447,0.9269,"231.8,239.3;237.2,120.0;196.8,118.1;191.4,237.4",False
dt_wsqqt99u3,TPS_02503,0.9315,"663.1,207.8;662.2,162.9;574.8,164.5;575.7,209.5",True
dt_wsqqt99u3,TPS_02500,0.9289,"151.1,975.8;150.2,930.9;62.8,932.6;63.7,977.6",False
dt_wsqqwtku1,TPS_00972,0.9314,"603.4,643.3;600.6,615.0;551.9,619.8;554.7,648.1",True
dt_wsqqnqjzn,TPS_01022,0.9314,"659.3,248.3;662.7,188.2;627.3,186.2;623.9,246.3",True
dt_wsqqkfsxg,TPS_02366,0.9314,"261.4,234.6;241.1,201.8;155.4,254.8;175.7,287.5",True
dt_wsqqjxvvn,TPS_00383,0.9313,"954.1,610.4;955.6,570.5;916.9,569.1;915.5,609.0",True
dt_wsqqm6wxj,TPS_00644,0.9313,"429.0,450.9;402.8,419.6;318.5,490.1;344.6,521.4",True
dt_wsqquv1hj,TPS_00370,0.9312,"642.2,977.8;669.8,864.5;623.4,853.2;595.8,966.5",True
dt_wsqqwgevu,TPS_00167,0.9307,"808.5,424.0;810.0,340.8;738.6,339.5;737.2,422.7",True
dt_wsqqt01nx,TPS_00776,0.9307,"545.3,809.5;554.8,760.2;456.2,741.2;446.7,790.5",True
dt_wsqqmpenk,TPS_00777,0.9307,"319.5,584.4;345.9,491.1;293.1,476.2;266.7,569.5",True
dt_wsqqmkh2w,TPS_00150,0.9305,"484.7,316.4;488.0,278.8;391.7,270.2;388.4,307.8",True
dt_wsqqmr68y,TPS_00726,0.9304,"916.3,324.7;942.9,229.5;898.7,217.2;872.2,312.4",True
dt_wsqqmr68y,TPS_00727,0.9304,"404.3,580.7;430.8,485.6;386.7,473.3;360.2,568.4",False
dt_wsqqqxjjx,TPS_00802,0.9302,"552.1,379.1;491.9,333.2;467.4,365.3;527.6,411.2",True
dt_wsqqkuse6,TPS_00926,0.9301,"486.2,389.9;482.0,359.7;390.5,372.2;394.7,402.5",True
dt_wsqqtf2tb,TPS_01171,0.93,"281.1,892.8;280.9,855.5;232.1,855.8;232.3,893.1",True
dt_wsqqtf2tb,TPS_01170,0.9277,"793.1,636.8;792.9,599.5;744.0,599.8;744.3,637.1",False
dt_wsqqx0bxj,TPS_01791,0.9297,"649.4,306.1;654.0,273.3;606.4,266.7;601.8,299.4",True
dt_wsqqjwp3y,TPS_00909,0.9296,"456.2,409.4;465.8,341.8;428.2,336.5;418.6,404.1",True
dt_wsqqkyz3n,TPS_02422,0.9295,"687.0,637.9;716.9,533.7;680.5,523.2;650.6,627.4",True
dt_wsqqmd12y,TPS_00102,0.9294,"721.3,866.7;658.5,799.7;626.0,830.2;688.7,897.2",True
dt_wsqqkwp7e,TPS_00796,0.9294,"215.3,595.8;261.4,536.9;233.2,514.8;187.0,573.7",True
dt_wsqqnmx75,TPS_00181,0.9292,"746.3,501.9;738.3,447.7;702.1,453.1;710.1,507.3",True
dt_wsqqwt00r,TPS_00995,0.9292,"748.4,655.1;794.3,580.8;765.7,563.1;719.7,637.4",True
dt_wsqqmgedu,TPS_00619,0.9291,"561.4,623.7;557.9,587.3;506.0,592.3;509.5,628.7",True
dt_wsqqm5zmn,TPS_00822,0.929,"681.3,801.7;694.2,767.5;639.4,746.8;626.5,781.0",True
dt_wsqqwe03v,TPS_00753,0.9286,"676.8,644.4;660.1,608.0;546.3,660.3;563.0,696.7",True
dt_wsqqqp0xp,TPS_00580,0.9283,"520.4,274.6;516.2,243.9;470.0,250.2;474.1,280.8",True
dt_wsqqqxmu4,TPS_00336,0.9282,"698.8,385.4;716.1,352.5;637.0,310.8;619.7,343.6",True
dt_wsqqw7e3w,TPS_01191,0.9278,"951.3,554.3;969.4,474.2;935.9,466.7;917.8,546.7",True
dt_wsqqw7e3w,TPS_01486,0.8793,"697.0,41.4;702.5,-2.3;670.6,-6.4;665.1,37.3",False
dt_wsqqt9h4q,TPS_01439,0.9278,"445.3,707.3;445.0,607.6;410.6,607.7;410.9,707.4",True
dt_wsqqw0811,TPS_02448,0.9276,"859.5,736.2;867.5,643.1;820.0,639.0;812.1,732.2",True
dt_wsqqw0811,TPS_02445,0.9272,"347.5,480.2;355.5,387.0;308.0,383.0;300.1,476.2",False
dt_wsqqqnpz3,TPS_02412,0.9273,"364.9,545.3;367.1,469.5;326.4,468.4;324.2,544.1",True
dt_wsqqtkb2c,TPS_00139,0.9272,"662.0,735.1;672.2,685.9;578.2,666.5;568.1,715.7",True
dt_wsqqt6tbz,TPS_00045,0.9269,"978.4,355.8;990.2,223.2;950.8,219.7;938.9,352.3",True
dt_wsqqmt1w3,TPS_00303,0.9268,"402.8,627.0;400.4,588.2;301.6,594.3;303.9,633.0",True
dt_wsqqktpup,TPS_00184,0.9267,"206.4,765.7;253.5,664.6;210.7,644.6;163.6,745.8",True
dt_wsqqv206b,TPS_00959,0.9264,"619.5,673.9;599.0,642.3;502.9,704.5;523.4,736.1",True
dt_wsqqmg11h,TPS_01215,0.9262,"32.9,217.4;30.6,183.9;-5.6,186.4;-3.2,220.0",True
dt_wsqqmg11h,TPS_02517,0.9195,"545.4,728.0;543.1,692.5;455.3,698.0;457.5,733.5",False
dt_wsqqkyrrx,TPS_00192,0.9261,"1005.7,529.9;1027.7,453.3;993.1,443.3;971.1,519.9",True
dt_wsqquufub,TPS_00550,0.9261,"815.3,159.4;757.5,104.0;728.6,134.1;786.4,189.5",True
dt_wsqqw0tb4,TPS_00719,0.9261,"474.6,410.7;472.7,375.1;402.8,378.8;404.7,414.4",True
dt_wsqqmzc9r,TPS_02538,0.9261,"222.7,520.4;221.9,438.8;183.9,439.2;184.7,520.8",True
dt_wsqqmzc9r,TPS_02536,0.92,"990.7,776.3;990.0,694.8;951.9,695.2;952.7,776.7",False
dt_wsqqqn52q,TPS_00023,0.926,"454.0,208.7;452.6,172.2;383.9,174.9;385.3,211.4",True
dt_wsqqx7fwn,TPS_01008,0.926,"680.2,336.3;697.6,312.2;660.0,285.1;642.6,309.2",True
dt_wsqqmu33k,TPS_00588,0.9253,"815.1,418.0;817.9,350.9;779.2,349.3;776.5,416.4",True
dt_wsqqt9xjq,TPS_00648,0.9253,"481.5,160.9;477.0,119.6;386.8,129.6;391.3,170.8",True
dt_wsqqmytmv,TPS_01209,0.9252,"876.1,37.3;872.6,-6.9;825.9,-3.2;829.4,41.0",True
dt_wsqqmytmv,TPS_02507,0.9031,"360.2,549.6;365.7,427.3;317.4,425.2;312.0,547.5",False
dt_wsqqmy51g,TPS_00125,0.9251,"519.8,43.2;517.8,6.9;448.5,10.8;450.5,47.1",True
dt_wsqqtnbmb,TPS_00768,0.9249,"376.8,151.8;360.5,102.4;241.6,141.6;257.8,191.0",True
dt_wsqqxjr7z,TPS_01129,0.9248,"523.3,472.2;520.5,425.6;478.2,428.2;481.1,474.8",True
dt_wsqqte692,TPS_01205,0.9248,"568.9,570.0;584.8,545.4;534.3,512.9;518.5,537.5",True
dt_wsqqmqwcq,TPS_00506,0.9247,"700.9,502.8;714.0,442.2;679.0,434.6;665.8,495.2",True
dt_wsqqt68f2,TPS_00783,0.9247,"545.6,194.2;541.0,148.9;484.1,154.7;488.6,199.9",True
dt_wsqqmk899,TPS_00265,0.9246,"661.9,328.0;611.2,252.5;577.7,275.0;628.3,350.5",True
dt_wsqqkucbv,TPS_00922,0.9246,"394.4,627.0;400.2,578.1;368.6,574.3;362.7,623.3",True
dt_wsqqkvz2m,TPS_00268,0.9245,"386.6,938.4;398.8,906.4;341.4,884.4;329.2,916.4",True
dt_wsqqwtqs2,TPS_00833,0.9245,"552.2,858.6;548.4,824.9;494.4,830.9;498.1,864.6",True
dt_wsqqmwhfx,TPS_01101,0.9237,"535.8,607.5;536.4,567.2;427.4,565.6;426.9,605.9",True
dt_wsqqt69bw,TPS_00049,0.9236,"207.1,666.0;207.0,586.5;155.5,586.6;155.6,666.1",True
dt_wsqqx6jhc,TPS_00854,0.9236,"650.1,419.9;578.5,361.1;554.9,389.8;626.5,448.6",True
dt_wsqqmthyh,TPS_00296,0.9235,"290.2,713.0;295.9,631.3;259.7,628.8;254.0,710.5",True
dt_wsqqtq6ud,TPS_00151,0.9234,"712.6,649.1;711.5,601.6;592.8,604.4;593.9,651.8",True
dt_wsqqtq4d6,TPS_00688,0.9232,"684.5,538.8;699.4,489.9;666.7,480.0;651.8,528.9",True
dt_wsqqt01ph,TPS_00776,0.9232,"323.6,677.7;334.8,618.7;298.0,611.8;286.8,670.7",True
dt_wsqqqjgqj,TPS_00023,0.9231,"388.9,904.6;394.9,787.6;354.6,785.5;348.6,902.6",True
dt_wsqqv1dkn,TPS_00402,0.9231,"448.1,324.9;442.7,287.9;351.0,301.2;356.4,338.1",True
dt_wsqqqqtfy,TPS_00635,0.9231,"469.4,352.4;470.4,310.8;379.1,308.6;378.1,350.2",True
dt_wsqqmppx3,TPS_00036,0.923,"389.2,438.8;396.3,400.0;318.3,385.6;311.2,424.4",True
dt_wsqqv39vv,TPS_00562,0.9229,"367.8,353.5;363.1,323.4;308.4,331.9;313.1,362.0",True
dt_wsqqt0muw,TPS_00729,0.9229,"452.6,436.6;460.0,399.5;358.3,379.3;351.0,416.5",True
dt_wsqqqx679,TPS_00335,0.9228,"651.6,782.0;649.4,746.6;548.5,753.1;550.7,788.4",True
dt_wsqqmh4gx,TPS_00554,0.9227,"479.7,752.3;482.7,716.2;444.7,713.1;441.7,749.2",True
dt_wsqqmz33w,TPS_00101,0.9225,"489.4,306.8;486.1,265.2;389.6,272.8;392.9,314.5",True
dt_wsqqwyqyt,TPS_00267,0.9225,"633.4,394.6;599.2,317.3;560.2,334.5;594.4,411.8",True
dt_wsqqtunzm,TPS_00057,0.9223,"368.4,774.1;364.8,742.8;308.9,749.2;312.5,780.6",True
dt_wsqqqh46t,TPS_00642,0.9218,"629.1,740.0;603.2,710.0;572.1,736.9;598.0,766.8",True
dt_wsqqw02p8,TPS_02445,0.9218,"349.5,844.6;347.6,800.4;257.9,804.2;259.8,848.4",True
dt_wsqqw02p8,TPS_02447,0.92,"605.5,332.6;603.6,288.3;513.9,292.2;515.8,336.4",False
dt_wsqqt04jw,TPS_00773,0.9217,"141.3,583.9;151.9,536.5;119.8,529.3;109.2,576.7",True
dt_wsqqw9sc0,TPS_00052,0.9214,"344.6,327.1;324.3,285.1;238.7,326.5;259.0,368.5",True
dt_wsqqqrkym,TPS_00145,0.9213,"664.1,249.4;670.8,211.2;548.6,189.9;541.9,228.1",True
dt_wsqqmzckr,TPS_00629,0.9212,"252.8,649.6;255.7,566.2;218.4,564.8;215.4,648.3",True
dt_wsqqwd9w3,TPS_00752,0.9211,"653.9,327.1;619.8,264.3;571.5,290.5;605.5,353.3",True
dt_wsqqmv0jk,TPS_00297,0.9207,"544.7,638.0;543.7,605.8;486.7,607.6;487.7,639.8",True
dt_wsqqwjdtf,TPS_00171,0.9205,"435.4,444.3;433.6,404.7;335.6,409.1;337.4,448.7",True
dt_wsqqm6vz9,TPS_00496,0.9205,"614.7,359.2;567.3,315.6;538.9,346.4;586.3,390.1",True
dt_wsqqqwd6h,TPS_00138,0.9203,"815.0,307.3;808.5,228.9;766.7,232.4;773.1,310.7",True
dt_wsqqt8wcx,TPS_00625,0.9202,"242.4,563.8;246.7,479.3;200.0,476.9;195.6,561.4",True
dt_wsqqqkekb,TPS_01056,0.9202,"305.4,499.1;306.9,446.7;272.0,445.7;270.5,498.1",True
dt_wsqqv6xxq,TPS_00943,0.92,"668.6,386.1;676.4,336.2;646.7,331.5;638.9,381.4",True
dt_wsqqt2tgt,TPS_00132,0.9199,"926.0,260.1;913.7,174.4;858.9,182.2;871.2,267.9",True
dt_wsqqx0t02,TPS_00990,0.9199,"597.0,661.3;589.5,620.1;510.2,634.7;517.8,675.9",True
dt_wsqqx0t02,TPS_01077,0.912,"85.0,661.2;77.3,620.0;-1.4,634.8;6.3,675.9",False
dt_wsqqtf3yq,TPS_02440,0.9196,"473.2,535.4;478.4,450.2;422.5,446.8;417.2,532.0",True
dt_wsqqwgeu6,TPS_00167,0.9193,"725.0,825.7;740.4,735.7;661.4,722.2;646.0,812.2",True
dt_wsqqmj93x,TPS_00111,0.9189,"529.3,1027.5;535.9,989.6;444.9,973.8;438.3,1011.7",True
dt_wsqqm5gu0,TPS_01303,0.9187,"568.7,570.0;577.9,534.6;511.3,517.2;502.1,552.6",True
dt_wsqqtcths,TPS_00649,0.9181,"328.9,864.4;330.1,826.1;283.6,824.6;282.4,862.9",True
dt_wsqqw0eb7,TPS_02453,0.918,"270.3,435.3;274.7,306.7;231.8,305.3;227.5,433.9",True
dt_wsqqky4g4,TPS_02151,0.9177,"433.8,480.7;440.5,402.3;399.8,398.8;393.1,477.2",True
dt_wsqqwt99d,TPS_00108,0.9176,"431.1,664.5;444.5,628.8;377.0,603.5;363.6,639.2",True
dt_wsqqwt99d,TPS_00976,0.9175,"943.1,152.5;956.4,116.8;889.0,91.5;875.6,127.2",False
dt_wsqqmev32,TPS_00612,0.9175,"547.7,341.9;563.7,217.8;521.7,212.4;505.7,336.5",True
dt_wsqqkyrpe,TPS_00192,0.9173,"215.0,559.3;234.2,479.1;199.4,470.8;180.3,551.0",True
dt_wsqqm9hfb,TPS_00017,0.917,"870.5,953.5;865.5,899.4;720.6,912.7;725.6,966.8",True
dt_wsqqt2tfj,TPS_00132,0.9169,"915.0,635.9;912.6,598.3;847.4,602.4;849.7,640.1",True
dt_wsqqxn7q6,TPS_00838,0.9167,"453.7,724.5;467.0,688.7;401.2,664.2;387.9,700.0",True
dt_wsqqwexhg,TPS_00536,0.9165,"767.6,383.2;756.8,305.6;717.2,311.1;728.0,388.7",True
dt_wsqqqr5tw,TPS_00740,0.9162,"452.7,697.0;437.5,664.6;390.1,686.9;405.3,719.3",True
dt_wsqqkuwyb,TPS_00925,0.9157,"291.8,409.2;291.0,374.5;225.6,376.1;226.4,410.9",True
dt_wsqqt2x7x,TPS_00665,0.9155,"531.4,209.8;531.0,167.4;400.5,168.5;400.9,211.0",True
dt_wsqqkuf16,TPS_00922,0.9155,"701.7,449.1;697.6,391.2;658.3,394.0;662.4,451.9",True
dt_wsqqnmx60,TPS_00181,0.9154,"567.9,755.2;565.0,718.9;512.4,723.0;515.3,759.4",True
dt_wsqqktnd6,TPS_00924,0.9154,"438.8,455.3;417.8,422.6;335.4,475.3;356.3,508.0",True
dt_wsqqktnd6,TPS_00924,0.7686,"438.9,455.1;418.2,422.6;341.6,471.5;362.3,504.0",False
dt_wsqqmk407,TPS_00106,0.9153,"1027.0,862.1;1033.2,827.6;970.0,816.3;963.8,850.7",True
dt_wsqqwb4d0,TPS_00935,0.9149,"558.5,559.1;551.3,529.6;510.4,539.5;517.6,569.1",True
dt_wsqqmy165,TPS_00010,0.9143,"504.0,211.3;503.7,171.6;423.9,172.3;424.3,211.9",True
dt_wsqqmmm39,TPS_00048,0.9141,"89.7,731.8;126.9,660.0;98.4,645.2;61.2,717.1",True
dt_wsqqqmrbp,TPS_00312,0.9141,"774.6,446.3;784.1,293.3;736.6,290.3;727.2,443.4",True
dt_wsqqkvm1g,TPS_00070,0.9139,"750.0,417.1;691.8,346.2;659.9,372.4;718.0,443.3",True
dt_wsqqm7cp6,TPS_00264,0.9139,"1004.4,624.6;997.7,587.7;913.4,603.0;920.1,639.9",True
dt_wsqqqqw12,TPS_00635,0.9139,"567.7,743.7;566.9,705.9;493.1,707.3;493.8,745.2",True
dt_wsqqmxhrr,TPS_00300,0.9138,"487.7,715.1;486.4,681.6;423.5,683.9;424.7,717.4",True
dt_wsqqkyh2s,TPS_02415,0.9138,"564.5,657.6;568.1,619.4;490.0,612.0;486.4,650.2",True
dt_wsqqw25gs,TPS_02465,0.9137,"40.4,893.3;17.0,824.4;-25.3,838.8;-1.8,907.7",True
dt_wsqqw25gs,TPS_00447,0.9006,"553.5,381.1;529.2,309.5;459.8,333.1;484.1,404.7",False
dt_wsqqt054y,TPS_00082,0.913,"425.5,614.9;453.4,543.2;413.6,527.7;385.7,599.4",True
dt_wsqqt9sev,TPS_00628,0.913,"661.7,846.4;659.2,810.9;568.9,817.1;571.4,852.6",True
dt_wsqqm9w28,TPS_00281,0.9128,"300.2,348.7;273.3,325.5;236.0,368.9;262.9,392.1",True
dt_wsqqt99sg,TPS_02502,0.9125,"760.9,610.4;775.3,484.5;734.9,479.9;720.5,605.8",True
